,tweet,lemma
7590,but that didnt mean he wasnt going to attack another girl. and he did hurt me just not in the way i understood back then. metoo,"['mean', 'go', 'attack', 'girl', 'hurt', 'way', 'understand', 'back']"
7591,i didnt think of others. i only thought he didnt really do anything to me just tried to. metoo,"['think', 'other', 'think', 'really', 'anything', 'try']"
7592,should i have spoken up? absolutely. could i have spoken up? yes. but i was a scared naive 19 year old girl working in a warehouse. metoo,"['speak', 'absolutely', 'could', 'spoken', 'scar', 'naive', 'year', 'old', 'girl', 'work', 'warehouse']"
7593,it wasnt until my 30s i finally understood. he would have done that anyway. he was a predator. he didnt like the word no. metoo,"['finally', 'understand', 'would', 'do', 'anyway', 'predator', 'word']"
7594,but i was 19. for years i thought that it was my fault. i led him on. i was too slutty. i dressed to provocatively. metoo,"['year', 'think', 'fault', 'lead', 'slutty', 'dressed', 'provocatively']"
7595,i was one of the lucky ones. i was able to stop him before anything more than inappropriate touching happened. metoo,"['lucky', 'one', 'able', 'stop', 'anything', 'inappropriate', 'touch', 'happen']"
7596,the shorts i wore for work in that hot warehouse distracted him he said. metoo,"['short', 'wear', 'work', 'hot', 'warehouse', 'distract', 'say']"
7597,i was flirting with him he said. i was leading him on he said. because i kissed his friend i had to give him one he said. metoo,"['flirt', 'say', 'leading', 'say', 'kiss', 'friend', 'give', 'say']"
7598,every time i told him no he would come back more forcefully hands everywhere trying to kiss me metoo,"['time', 'tell', 'would', 'come', 'back', 'forcefully', 'hand', 'everywhere', 'try', 'kiss']"
7599,he felt that he could corner me at work at parties to attempt to force himself on me metoo,"['feel', 'could', 'corner', 'work', 'party', 'attempt', 'force']"
7600,i was dating his friend he had dated one of my friends. he felt that gave him the right to me metoo,"['date', 'friend', 'date', 'friend', 'feel', 'give', 'right']"
7601,metoo,[]
7602,metoo,[]
7603,metoo,[]
7604,metoo was not pokemon related. it was a hashtag to bring awareness to rape. not mewtwo.,"['pokemon', 'relate', 'hashtag', 'bring', 'awareness', 'rape', 'mewtwo']"
7605,metoo my 1st metoo was blank  i was embarrassed of my story. i shouldnt be. this made me realize im not alone. thank you.,"['blank', 'embarrassed', 'story', 'make', 'realize', 'be', 'alone', 'thank']"
7606,metoo,[]
7607,as a successful woman in tech its all too common at work and everywhere metoo,"['successful', 'woman', 'tech', 'common', 'work', 'everywhere']"
7608,metoo,[]
7609,metoo,[]
7610,me too metoo,[]
7611,metoo its ok to come out and be who you want to be dont let anyone bring you down,"['come', 'want', 'let', 'anyone', 'bring']"
7612,metoo  …,[]
7613,fellas... if youre looking at all of the women posting metoo and dont know what to do... just listen... and believe.,"['fella', 'be', 'look', 'woman', 'post', 'know', 'listen', 'believe']"
7614,metoo,[]
7615,metoo …,[]
7616,metoo,[]
7617,metoo,[]
7618,the point: 4 thoughts on the roy moore allegations:  … metoo   w alisyn camerota a must see!! tku alisyn &,"['point', 'thought', 'roy_moore', 'allegation', 'alisyn', 'camerota', 'must', 'see', 'tku', 'alisyn']"
7619,louis ck accused  … metoo   w alisyn camerota a must see!! tku alisyn &,"['louis', 'ck', 'accuse', 'alisyn', 'camerota', 'must', 'see', 'tku', 'alisyn']"
7620,metoo …,[]
7621,metoo metoo,[]
7622,metoo metoo the sad thing is that it was a female boss.  …,"['sad', 'thing', 'female', 'boss']"
7623,help us to stop rape! with our go fund me campaign take a look subscribe to our you tube page k... …,"['help', 'stop', 'rape', 'go', 'fund', 'campaign', 'take', 'look', 'subscribe', 'tube', 'page']"
7624,free self defense video clip: cross grip break  please help kym end rape donate   via,"['free', 'self', 'defense', 'video', 'clip', 'cross', 'grip', 'break', 'help', 'kym', 'end', 'rape', 'donate']"
7625,help us end rape take a look at some of our life saving videos please donate to stop rape now!...  …,"['help', 'end', 'rape', 'take', 'look', 'life', 'saving', 'video', 'donate', 'stop', 'rape']"
7626,im raising money for help kym stop rape tour.  new future hashtag! click to donate:  … via,"['be', 'raise', 'money', 'help', 'kym', 'stop', 'rape', 'tour', 'new', 'future', 'hashtag', 'click', 'donate']"
7627,here are just one of many of the videos you will find on our you tube channel if you would like...  …,"['many', 'video', 'find', 'tube', 'channel', 'would', 'like']"
7628,we are the only organization that can bring out the  in everyone bring expert  on your show for her expertise in stopping sexual assaults    … add emojipic.,"['organization', 'bring', 'everyone', 'bring', 'expert', 'show', 'expertise', 'stop', 'sexual', 'assault', 'add', 'emojipic']"
7629,we are the only organization that can bring out the  in everyone bring expert  on your show for her expertise in stopping sexual assaults    …pic.,"['organization', 'bring', 'everyone', 'bring', 'expert', 'show', 'expertise', 'stop', 'sexual', 'assault', 'pic']"
7630,how do we contact you? re our program ?  with all of the assaults in the media we thought it would be a great time to let people know how to stop sexual assaults ? pic.,"['contact', 'program', 'assault', 'medium', 'thought', 'would', 'great', 'time', 'let', 'people', 'know', 'stop', 'sexual', 'assault', 'pic']"
7631,could you give our stop rape sexual assault tour a boost ?  across usa tour!pic.,"['could', 'give', 'stop', 'rape', 'sexual', 'assault', 'tour', 'boost', 'usa', 'tour', 'pic']"
7632,only expert in america who can bring out the unknown ass kicker in everyone.   …,"['expert', 'america', 'bring', 'unknown', 'ass', 'kicker', 'everyone']"
7633,bring let a female self defense expert weigh in www.gofundm,"['bring', 'let', 'female', 'self', 'defense', 'expert', 'weigh', 'www_gofundm']"
7634,bring let a female self defense expert weigh in www.gofundm,"['bring', 'let', 'female', 'self', 'defense', 'expert', 'weigh', 'www_gofundm']"
7635,help us stop rape with our  tour certifying instructors to prevent and stop sexual assault nation wide...,"['help', 'stop', 'rape', 'tour', 'certify', 'instructor', 'prevent', 'stop', 'sexual', 'assault', 'nation', 'wide']"
7636,please support my  by donating and sharing my link:  thank you so much for your support!pic.,"['support', 'donate', 'sharing', 'link', 'thank', 'much', 'support', 'pic']"
7637,please support my  by donating and sharing my link:  thank you so much for your support!pic.,"['support', 'donate', 'sharing', 'link', 'thank', 'much', 'support', 'pic']"
7638,please support my  by donating and sharing my link:  you so much for your support!pic.,"['support', 'donate', 'sharing', 'link', 'much', 'support', 'pic']"
7639,safety tips for holiday shopping with your kids if u like these tips please help www.gofundm  via,"['safety', 'tip', 'holiday', 'shopping', 'kid', 'tip', 'help']"
7640,fox news stop assaults! fight like a girl  help kym stop rape tour donate  via,"['fox_new', 'stop', 'assault', 'fight', 'girl', 'help', 'kym', 'stop', 'rape', 'tour', 'donate']"
7641,im raising money for help kym stop rape tour. click to donate:  … via,"['be', 'raise', 'money', 'help', 'kym', 'stop', 'rape', 'tour', 'click', 'donate']"
7642,support my www.gofundm cancer and domestic-violence survivor shares her story  …pic.,"['support', 'cancer', 'domestic_violence', 'survivor', 'share', 'story', 'pic']"
7643,fox news stop assaults fight like a girl  … donate   …,"['fox_new', 'stop', 'assault', 'fight', 'girl', 'donate']"
7644,could you share this?fight like a girl tour stop assaults  … please donate  pic.,"['could', 'share', 'fight', 'girl', 'tour', 'stop', 'assault', 'donate', 'pic']"
7645,could you share this? … donate  pic.,"['could', 'share', 'donate', 'pic']"
7646,fox news ..stop assaults fight like a girl  … donate,"['fox_new', 'stop', 'assault', 'fight', 'girl', 'donate']"
7647,kickass with kym tour …,"['kickass', 'kym', 'tour']"
7648,fox news and nbc reports stop  fight like a girl take action  pic.,"['fox_new', 'nbc', 'report', 'stop', 'fight', 'girl', 'take', 'action', 'pic']"
7649,take action fox news and nbc reports stop  fight like a girl take action  pic.,"['take', 'action', 'fox_new', 'nbc', 'report', 'stop', 'fight', 'girl', 'take', 'action', 'pic']"
7650,nbc & fox news stop assaults fight like a girl with  … stop assaults donate  pic.,"['nbc', 'fox_new', 'stop', 'assault', 'fight', 'girl', 'stop', 'assault', 'donate', 'pic']"
7651,fight like a girl now!,"['fight', 'girl']"
7652,fight like a girl now!     via,"['fight', 'girl']"
7653,take action with stop sexual assaults donate   …,"['take', 'action', 'stop', 'sexual', 'assault', 'donate']"
7654,hollywood actors need to do more then talk.. take action now to stop sexual assault  pic.,"['hollywood', 'actor', 'need', 'talk', 'take', 'action', 'stop', 'sexual', 'assault', 'pic']"
7655,contact can show your viewers how to stake action and stop sexual  pic.,"['contact', 'show', 'viewer', 'stake', 'action', 'stop', 'sexual', 'pic']"
7656,joins the fight  … want to see more? share like donate  pic.,"['join', 'fight', 'want', 'see', 'share', 'donate', 'pic']"
7657,unknown ass kicker joins the fight  … want to see more? share like donate  pic.,"['unknown', 'ass', 'kicker', 'join', 'fight', 'want', 'see', 'share', 'donate', 'pic']"
7658,unknown ass kicker joins the fight!  … want to see more? share like donate  pic.,"['unknown', 'ass', 'kicker', 'join', 'fight', 'want', 'see', 'share', 'donate', 'pic']"
7659,… want to see more? share like donate,"['want', 'see', 'share', 'donate']"
7660,… want to see more? share like donate  pic.,"['want', 'see', 'share', 'donate', 'pic']"
7661,… want to see more? share like donate  pic.,"['want', 'see', 'share', 'donate', 'pic']"
7662,… want to see more? share like donate  pic.,"['want', 'see', 'share', 'donate', 'pic']"
7663,unknown ass kicker joins the fight  … want to see more? share like donate …pic.,"['unknown', 'ass', 'kicker', 'join', 'fight', 'want', 'see', 'share', 'donate', 'pic']"
7664,j want to see more? share like donate  pic.,"['want', 'see', 'share', 'donate', 'pic']"
7665,… want to see more? share like donate  pic.,"['want', 'see', 'share', 'donate', 'pic']"
7666,unknown ass kicker joins the fight against sexual assault.. take a stand now... …,"['unknown', 'ass', 'kicker', 'join', 'fight', 'sexual', 'assault', 'take', 'stand']"
7667,kickass tour help us stop sexual assault now!  ...,"['kickass', 'tour', 'help', 'stop', 'sexual', 'assault']"
7668,kickass tour help us stop sexual assault now!,"['kickass', 'tour', 'help', 'stop', 'sexual', 'assault']"
7669,kickass with kym tour time to start fighting back ladies! help us  …,"['kickass', 'kym', 'tour', 'time', 'start', 'fight', 'lady', 'help']"
7670,stop rape !kickass with kym www.gofundm,"['stop', 'rape', 'kickass', 'kym']"
7671,kick ass with kym support gofundme\notmetoo,"['kick', 'ass', 'kym', 'support', 'gofundme']"
7672,kickass with kym  please support my gofundme campaign:  …,"['kickass', 'kym', 'support', 'gofundme', 'campaign']"
7673,please support my gofundme campaign:  …,"['support', 'gofundme', 'campaign']"
7674,please support my gofundme campaign:  …,"['support', 'gofundme', 'campaign']"
7675,kickass with kym tour kickass across usa stop sexual assault …,"['kickass', 'kym', 'tour', 'kickass', 'usa', 'stop', 'sexual', 'assault']"
7676,53% of the population .. women.. if everyone donated a penny.. this tour would be on like donk...  …,"['population', 'woman', 'everyone', 'donate', 'penny', 'tour', 'would', 'like', 'donk']"
7677,wow...  www.gofundm campaign sexual assault prevention and escape tour help us help you.....,"['www_gofundm', 'campaign', 'sexual', 'assault', 'prevention', 'escape', 'tour', 'help', 'help']"
7678,how can i get in touch with ashley? any help out there? please email me,"['get', 'touch', 'ashley', 'help', 'please', 'email']"
7679,how can i reach you or your asst my email is,"['reach', 'asst', 'email']"
7680,band together www.gofundn campaign stop sexual assault    gofundme,"['band', 'together', 'www', 'gofundn', 'campaign', 'stop', 'sexual', 'assault', 'gofundme']"
7681,www.gofundm,['www_gofundm']
7682,stop sexual assault now! we are re launching our campaign please share or donate ..havent you had...,"['stop', 'sexual', 'assault', 'launch', 'campaign', 'share', 'donate']"
7683,please support my gofundme campaign:  …,"['support', 'gofundme', 'campaign']"
7684,please support my gofundme campaign:  …,"['support', 'gofundme', 'campaign']"
7685,… fight like a girl national tour to stop sexual assault www.gofundm could use some help?,"['fight', 'girl_national', 'tour', 'stop', 'sexual', 'assault', 'could', 'help']"
7686,this is just a drop in the fight like a girl bucket! support our cause havent you had enough?...  …,"['drop', 'fight', 'girl', 'bucket', 'support', 'because', 'enough']"
7687,campaign now abc exec there are 1000s of these predators. havent you had enough!,"['campaign', 'abc', 'exec', 'predator', 'enough']"
7688,campaign fight like a girl national tour  …,"['campaign', 'fight', 'girl_national', 'tour']"
7689,…   fight like a girl national you campaign,"['fight', 'girl_national', 'campaign']"
7690,… www.gofundm fight like a girl national tour,"['www_gofundm', 'fight', 'girl_national', 'tour']"
7691,…   www.gofundm campaignn,"['www_gofundm', 'campaignn']"
7692,…  donate to our godundm,"['donate', 'godundm']"
7693,fight like a girl now!     via,"['fight', 'girl']"
7694,fight like a girl now!,"['fight', 'girl']"
7695,nunchucks or yellow jacket? www.gofundm donate …,"['nunchuck', 'yellow', 'jacket', 'www_gofundm', 'donate']"
7696,fight like a girl now!,"['fight', 'girl']"
7697,please contact me re metoo my website is  email,"['contact', 'website', 'email']"
7698,fight like a girl national tour  campaign  …,"['fight', 'girl_national', 'tour', 'campaign']"
7699,fight like a girl national tour  …,"['fight', 'girl_national', 'tour']"
7700,fight like a girl national tour  …,"['fight', 'girl_national', 'tour']"
7701,fight like a girl now!    …,"['fight', 'girl']"
7702,fight like a girl now!,"['fight', 'girl']"
7703,fight like a girl now!,"['fight', 'girl']"
7704,fight like a girl national tour watch kickass vid!    …,"['fight', 'girl_national', 'tour', 'watch', 'kickass', 'vid']"
7705,fight like a girl now!     via,"['fight', 'girl']"
7706,fight like a girl national tour stop sexual assaults please help us  metoo   …,"['fight', 'girl_national', 'tour', 'stop', 'sexual', 'assault', 'help']"
7707,the future hashtag! fight like a girl national certification tour will hit all of the...  …,"['future', 'fight', 'girl_national', 'certification', 'tour', 'hit']"
7708,the war against sexual assaults is so on. i need your help to make this a reality gofundm fight like a...,"['war', 'sexual', 'assault', 'need', 'help', 'make', 'reality', 'gofundm', 'fight']"
7709,tips and tricks! fight like a girl national certification tour we can hit all the states in 9 m...  …,"['tip', 'trick', 'fight', 'girl_national', 'certification', 'tour', 'hit', 'state']"
7710,change the hashtag take action talking is not working please share.. sexual assault has...,"['change', 'take', 'action', 'talk', 'work', 'share', 'sexual', 'assault']"
7711,im raising money for fight like a girl national tour. click to donate:  … via,"['be', 'raise', 'money', 'fight', 'girl_national', 'tour', 'click', 'donate']"
7712,share and donate! you can learn many new ways to keep yourself safe! go to my website click on...  …,"['share', 'donate', 'learn', 'many', 'new', 'way', 'keep', 'safe', 'go', 'website', 'click']"
7713,metoo  a girl now ! gofundm cancer and domestic-violence survivor shares her story …,"['girl', 'gofundm', 'cancer', 'domestic_violence', 'survivor', 'share', 'story']"
7714,support fight like a girl national tour gofundm take action stop sexual assaults,"['support', 'fight', 'girl_national', 'tour', 'gofundm', 'take', 'action', 'stop', 'sexual', 'assault']"
7715,fight like a girl national tour ! yes we are tryin... …,"['fight', 'girl_national', 'tour', 'tryin']"
7716,cancer and domestic-violence survivor shares her story  …    pic.,"['cancer', 'domestic_violence', 'survivor', 'share', 'story', 'pic']"
7717,fundraiser by kym fightlikeagirl rock : fight like a girl national tour  metoo,"['fundraiser', 'kym', 'fightlikeagirl', 'rock', 'fight', 'girl_national', 'tour']"
7718,violence against women costs usa 8.9 billion  gofundm campaign,"['violence', 'woman', 'cost', 'usa', 'gofundm', 'campaign']"
7719,violence against women costs the usa 8.9 billion a yr  gofundm campaign,"['violence', 'woman', 'cost', 'usa', 'yr', 'gofundm', 'campaign']"
7720,kym rock posted a comment on gofundme  campaign  …,"['kym', 'rock', 'post', 'comment', 'gofundme', 'campaign']"
7721,fight like a girl national tour  …,"['fight', 'girl_national', 'tour']"
7722,kym rock posted a comment on gofundme  campaign metoo   …pic.,"['kym', 'rock', 'post', 'comment', 'gofundme', 'campaign', 'pic']"
7723,kym rock posted a comment on gofundme  campaign metoo  …pic.,"['kym', 'rock', 'post', 'comment', 'gofundme', 'campaign', 'pic']"
7724,kym rock posted a comment on gofundme  campaign metoo   …pic.,"['kym', 'rock', 'post', 'comment', 'gofundme', 'campaign', 'pic']"
7725,kym rock posted a comment on gofundme  campaign metoo  please take action donate  …pic.,"['kym', 'rock', 'post', 'comment', 'gofundme', 'campaign', 'take', 'action', 'pic']"
7726,kym rock posted a comment on gofundme  campaign metoo  …,"['kym', 'rock', 'post', 'comment', 'gofundme', 'campaign']"
7727,kym rock posted a comment on gofundme   campaign  …,"['kym', 'rock', 'post', 'comment', 'gofundme', 'campaign']"
7728,kym rock posted a comment on gofundme  …,"['kym', 'rock', 'post', 'comment', 'gofundme']"
7729,kym rock posted a comment on gofundme please donate  …,"['kym', 'rock', 'post', 'comment', 'gofundme', 'donate']"
7730,national certification tour certifying people for free to end sexual assault please help,"['national', 'certification', 'tour', 'certify', 'people', 'free', 'end', 'sexual', 'assault', 'help']"
7731,fight like a girl national certification tour! time for a new hashtag..  lets work on...  …,"['fight', 'girl_national', 'certification', 'tour', 'time', 'new', 'hashtag', 'let', 'work']"
7732,time slot for fox news live interview will be at 4:40 mst and 6:40 est tune americas hq news ! metoo has to stop...,"['time', 'slot', 'fox_new', 'live', 'interview', 'mst', 'est', 'tune', 'america', 'hq', 'news', 'stop']"
7733,today i will be on fox news live finally we will have the opportunity to reach millions of view... …,"['today', 'fox_new', 'live', 'finally', 'opportunity', 'reach', 'million', 'view']"
7734,will be on fox news tomorrow sunday october 22 2017 arthel neville show americas hq...,"['fox_new', 'tomorrow', 'sunday', 'october', 'arthel', 'neville', 'show', 'america', 'hq']"
7735,have u been sexual harassed? metoo band together,"['sexual', 'harass', 'band', 'together']"
7736,metoo and this. …,[]
7737,coolest comment heard from a student today - 7th grade math is my jam! metoo,"['cool', 'comment', 'hear', 'student', 'today', 'math', 'jam']"
7738,having to measure every word i say to make sure i don’t “give the boys the wrong idea” metoo,"['measure', 'word', 'say', 'make', 'sure', 'give', 'boy', 'wrong', 'idea']"
7739,metoo,[]
7740,metoo,[]
7741,10+ years later and i still don’t feel comfortable sharing my story. i still feel like it was my fault even though i know better. metoo …,"['year', 'later', 'still', 'feel', 'comfortable', 'share', 'story', 'still', 'feel', 'fault', 'even', 'know', 'better']"
7742,metoo …,[]
7743,metoo …,[]
7744,metoo because sexual harassment and assault knows no politician parties. …,"['sexual', 'harassment', 'assault', 'know', 'politician', 'party']"
7745,metoo  via,[]
7746,the is an embarrassment to all of humanity. they would vote for satan himself over a democrat even if satan was guilty of        metoo  …,"['embarrassment', 'humanity', 'would', 'vote', 'satan', 'even', 'satan', 'guilty']"
7747,using the bible to justify  unbelievable. the is an embarrassment to humanity. stop using the bible to justify detestable deplorable behavior.       metoo …,"['use', 'bible', 'justify', 'unbelievable', 'embarrassment', 'humanity', 'stop', 'use', 'bible', 'justify', 'detestable', 'deplorable', 'behavior']"
7748,god would slap  upside his head if he heard that. that’s a pathetic excuse. and that’s what it is. an excuse. there is zero excuse for        metoo  …,"['would', 'slap', 'upside', 'head', 'hear', 'pathetic', 'excuse', 'excuse', 'excuse']"
7749,this is also bs. this is yet another excuse to take a cheap shot at if someone tells you that they have been sexually assaulted in any way believe them.  is not responsible for  decisions or actions. metoo  …,"['also', 'bs', 'yet', 'excuse', 'take', 'cheap', 'shot', 'someone', 'tell', 'sexually', 'assault', 'way', 'believe', 'responsible', 'decision', 'action']"
7750,this is bs. everyone in  needs to know that this is bs. democrats are not responsible for  actions or choices. stop discrediting  victims.       metoo …,"['everyone', 'need', 'know', 'democrat', 'responsible', 'action', 'choice', 'stop', 'discredit', 'victim']"
7751,friend’s wedding. metoo,"['friend', 'wedding']"
7752,sheriff says relationship was consensual metoo,"['sheriff', 'say', 'relationship', 'consensual']"
7753,metoo,[]
7754,i will speak out against sexual harassment & abuse. im no longer sitting in the silence of shame. metoo,"['speak', 'sexual', 'harassment', 'abuse', 'be', 'longer', 'sit', 'silence', 'shame']"
7755,metoo,[]
7756,metoo,[]
7757,the first time was when i was a cashier at a grocery store. a guy walked behind the register and grabbed my butt. i was 16 years old. metoo,"['first', 'time', 'cashier', 'grocery', 'store', 'guy', 'walk', 'behind', 'register', 'grab', 'butt', 'year', 'old']"
7758,until metoo i felt alone and ashamed. i found that i was not and it’s been unbelievably uplifting for me. i’m sure it has for most of us to be able to get it out and release this burden we’ve all carried secretly for so long.,"['feel', 'alone', 'ashamed', 'find', 'unbelievably', 'uplift', 'sure', 'able', 'get', 'release', 'burden', 'carry', 'secretly', 'long']"
7759,i was 10. sent 2 my step grandfathers house w my siblings 4 summer. was forced to do stuff kids shouldnt 4 many yrs. i was a kid. metoo,"['send', 'step', 'grandfather', 'house', 'sibling', 'summer', 'force', 'stuff', 'kid', 'many', 'yrs', 'kid']"
7760,metoo   …,[]
7761,it is wrong when anyone thinks they have the right to assert themselves on anyother particularly in sexual assault. metoo,"['wrong', 'anyone', 'think', 'right', 'assert', 'anyother', 'particularly', 'sexual', 'assault']"
7762,stop & read this thread by metoo    …,"['stop', 'read', 'thread']"
7763,all this triggers my  as i’m sure it does for millions of others. still it feels so good to see so many people finally speaking out & telling their truth to power.    metoo,"['trigger', 'sure', 'million', 'other', 'still', 'feel', 'good', 'see', 'many', 'people', 'finally', 'speak', 'tell', 'truth', 'power']"
7764,obviously it’s not just a military problem. it’s a power dynamic. this happens wherever there are men who can’t keep their dick their pants & are so insecure they need to show it around metoo,"['obviously', 'military', 'problem', 'power', 'dynamic', 'happen', 'wherever', 'man', 'keep', 'dick', 'pant', 'insecure', 'need', 'show']"
7765,new hashtag  when i was 16 by a hairdresser who was 36. metoo   …,"['new', 'hashtag', 'hairdresser']"
7766,metoo       ladies rt this how many times in your life have you been sexually assaulted an had a man masturbate in front of you without your consent? me? 3+  …,"['lady', 'rt', 'many', 'time', 'life', 'sexually', 'assault', 'man', 'masturbate', 'front', 'consent']"
7767,i’ve been watching the retweet counter spin like crazy.  read the stories & add your own. i’ve never met a woman who hasn’t had this happen to them. metoo     …,"['watch', 'retweet', 'counter', 'spin', 'crazy', 'read', 'story', 'add', 'never', 'meet', 'woman', 'happen']"
7768,in a library elevator at university of tennessee knoxville. nazi-loving pervy old coworker yanked it out waved it around grinned & said “no one will believe you.” metoo,"['library', 'elevator', 'university', 'tennessee', 'knoxville', 'nazi', 'love', 'pervy', 'old', 'coworker', 'yank', 'wave', 'around', 'grin', 'say', 'believe']"
7769,metoo when i was raped in us  i reported it to city police & base police. master chief of base legal: were you a virgin? me: uh no ... mc: did he do anything you’d never done before? me: uh no ... mc: so what’re you bitching about?pic.,"['rap', 'report', 'city', 'police', 'base', 'police', 'master', 'chief', 'base', 'legal', 'virgin', 'anything', 'never', 'do', 'bitch', 'pic']"
7770,i’ve also been censore by for speaking out to expose the multiple abuses taking place throughout tennnessee government  metoo       …,"['also', 'censore', 'speaking', 'expose', 'multiple', 'abuse', 'take', 'place', 'tennnessee', 'government']"
7771,i was also threatened assaulted & banned from fb by university of tennessee for going public on            metoo,"['also', 'threaten', 'assault', 'ban', 'university', 'tennessee', 'go', 'public']"
7772,i was harassed at university of tennessee & reported it. i got fired. metoo,"['harass', 'university', 'tennessee', 'report', 'get', 'fire']"
7773,metoo  women & men who are sexual assault survivors must keep talking   dont let the creeps win. …,"['woman', 'man', 'sexual', 'assault', 'survivor', 'must', 'keep', 'talk', 'let', 'creep', 'win']"
7774,theres no such thing as a woman who hasnt been sexually harassed or worse. its every woman. all of them. metoo,"['there', 's', 'thing', 'woman', 'sexually_harass', 'bad', 'woman']"
7775,seems geico doesnt care what we think. guess they dont have children. we do. sick support.    metoo,"['seem', 'geico', 'care', 'think', 'guess', 'child', 'sick', 'support']"
7776,now randy jackson supports sexual predators?! geico team members. ugh...  metoo,"['randy', 'jackson', 'support', 'sexual', 'predator', 'geico', 'team', 'member', 'ugh']"
7777,or quick to avoid  stop giving money to hannity who gives moore a voice and defends him. my policy will soon be cancelled if you dont stop feeding him advertising dollars. metoo,"['quick', 'avoid', 'stop', 'give', 'money', 'hannity', 'give', 'moore', 'voice', 'defend', 'policy', 'soon', 'cancel', 'stop', 'feed', 'advertising', 'dollar']"
7778,veterans have children they love sean hannity supports their predators. so does geico. metoo,"['veteran', 'child', 'love', 'sean', 'hannity', 'support', 'predator', 'geico']"
7779,metoo  no more we wont financially support you.,"['financially', 'support']"
7780,metoo more than once,[]
7781,fact  exists. i wish not and dont tell me it doesnt. so many survivors u are brave its not ur fault metoo not ashamed !,"['fact', 'exist', 'wish', 'tell', 'many', 'survivor', 'brave', 'fault', 'ashamed']"
7782,metoo to many times,"['many', 'time']"
7783,metoo,[]
7784,metoo,[]
7785,metoo …,[]
7786,metoo,[]
7787,metoo …,[]
7788,metoo …,[]
7789,metoo …,[]
7790,hes pro-trump but quiet on this... …,"['s', 'pro', 'trump', 'quiet']"
7791,…,[]
7792,metoo,[]
7793,its time that  in response to metoo becomes  and change occurs.,"['time', 'response', 'become', 'change', 'occur']"
7794,gymnastics coach i was probably 15. held me and tried to remove my swim suit at a pool party metoo,"['gymnastic', 'coach', 'probably', 'hold', 'try', 'remove', 'swim', 'suit', 'pool', 'party']"
7795,“ing” a tweet that says “i was sexually harassed or assaulted” would be insane. but wtf men. virtually every woman i know is a “ metoo …,"['e', 'tweet', 'say', 'sexually_harass', 'assault', 'would', 'insane', 'wtf', 'man', 'virtually', 'woman', 'know']"
7796,give it a try whispered the heart. i am proud of all who have written metoo . sure isn’t…,"['give', 'try', 'whisper', 'heart', 'proud', 'write', 'sure']"
7797,there are probably many more victims of this vile man. i hope they speak out. metoo,"['probably', 'many', 'victim', 'man', 'hope', 'speak']"
7798,metoo,[]
7799,metoo,[]
7800,metoo - 7 things i want my daughter to know about abusive people — the single dads guide to life …,"['thing', 'want', 'daughter', 'know', 'abusive', 'people', 'single', 'dad', 'guide', 'life']"
7801,metoo,[]
7802,exactly! metoo,['exactly']
7803,metoo,[]
7804,"diane nyad is a great speaker for women urging us ""to never be slient again""  metoo","['diane', 'nyad', 'great', 'speaker', 'woman', 'urge', 'never', 'slient']"
7805,metoo,[]
7806,i was 9. metoo,[]
7807,metoo,[]
7808,metoo,[]
7809,metoo,[]
7810,me too. metoo,[]
7811,im sorry youre being targeted. i also resent you turning an issue feminists have long fought into opportunity to attack feminists. metoo,"['be', 'sorry', 'be', 'target', 'also', 'resent', 'turn', 'issue', 'feminist', 'long', 'fight', 'opportunity', 'attack', 'feminist']"
7812,me too metoo,[]
7813,me too metoo,[]
7814,metoo,[]
7815,metoo starting before i knew the meaning of ‘sex’ - my favorite uncle !,"['start', 'know', 'mean', 'sex', 'favorite', 'uncle']"
7816,sparked by metoo campaign sexual assault survivors rally and march in hollywood …,"['spark', 'campaign', 'sexual', 'assault', 'survivor', 'rally', 'march', 'hollywood']"
7817,dont let these stories go away this abuse must be dealt with metoo   thank you …,"['let', 'story', 'go', 'away', 'abuse', 'must', 'dealt', 'thank']"
7818,were planning metoo monologues to take place simultaneously across the us. im facilititating in san diego pm if you are interested.,"['planning', 'monologue', 'take', 'place', 'simultaneously', 'be', 'facilititat', 'san', 'diego', 'pm', 'interested']"
7819,i started this fight for my daughter i will finish it for yours!   metoo,"['start', 'fight', 'daughter', 'finish']"
7820,blog: metoo should i feel guilty about being silent for too long? …,"['blog', 'feel', 'guilty', 'silent', 'long']"
7821,metoo if you have experienced sexual assault and harassment lets show the sheer volume and say me too!,"['experience', 'sexual', 'assault', 'harassment', 'let', 'show', 'sheer', 'volume', 'say']"
7822,if you do that then you would be sporting the metoo hashtag tony.,"['would', 'sport', 'hashtag', 'tony']"
7823,yes i wore a slinky red thing. does that mean i should spread for you your friends your father mr ed? metoo …,"['wear', 'slinky', 'red', 'thing', 'mean', 'spread', 'friend', 'father', 'ed']"
7824,check out the tag metoo …,"['check', 'tag']"
7825,have u ever heard me & a gun by tori amos?  metoo,"['ever', 'hear', 'gun', 'tori', 'amos']"
7826,metoo,[]
7827,metoo,[]
7828,me too metoo,[]
7829,soon (very soon) they will have no choice but to believe the victims. stay brave & speak loudly. metoo,"['soon', 'soon', 'choice', 'believe', 'victim', 'stay', 'brave', 'speak', 'loudly']"
7830,molested by family friend age 7 raped in college. metoo,"['molest', 'family', 'friend', 'age', 'rap', 'college']"
7831,y’all this metoo is....i don’t know but it’s something.,"['know', 'something']"
